time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,coco,el_price,consumption
2021-09-02 11:00:00+03:00,12.9,5.6,61.0,,,300.0,10.8,25.9,1014.5,2.0,0.11892,0.209
2021-09-02 12:00:00+03:00,13.3,3.7,52.0,,,300.0,14.4,27.8,1014.7,2.0,0.113,0.262
2021-09-02 13:00:00+03:00,13.5,4.1,53.0,,,300.0,10.8,27.8,1014.3,2.0,0.10784,0.206
2021-09-02 14:00:00+03:00,13.7,4.0,52.0,,,300.0,10.8,29.6,1014.3,2.0,0.10099,0.22
2021-09-02 15:00:00+03:00,14.0,4.0,51.0,,,280.0,14.4,29.6,1014.2,4.0,0.09797,0.2
2021-09-02 16:00:00+03:00,14.0,5.9,58.0,,,270.0,14.4,29.6,1013.6,2.0,0.10504999999999999,0.192
2021-09-02 17:00:00+03:00,13.6,3.7,51.0,,,290.0,14.4,31.5,1013.2,3.0,0.11244,1.155
2021-09-02 18:00:00+03:00,12.0,6.1,67.0,,,290.0,14.4,31.5,1013.1,3.0,0.12265999999999999,0.65
2021-09-02 19:00:00+03:00,11.1,7.2,77.0,,,290.0,14.4,29.6,1012.6,17.0,0.138,0.354
2021-09-02 20:00:00+03:00,11.5,6.0,69.0,,,280.0,14.4,31.5,1012.2,17.0,0.15850999999999998,0.291
2021-09-02 21:00:00+03:00,11.1,6.8,75.0,,,280.0,10.8,31.5,1011.5,4.0,0.13388,0.289
2021-09-02 22:00:00+03:00,11.1,6.8,75.0,,,260.0,14.4,31.5,1010.9,7.0,0.08746999999999999,1.857
2021-09-02 23:00:00+03:00,11.1,8.1,82.0,,,260.0,10.8,29.6,1009.8,7.0,0.08745,0.677
2021-09-03 00:00:00+03:00,10.8,9.7,93.0,,,250.0,10.8,29.6,1008.5,7.0,0.09451000000000001,1.912
2021-09-03 01:00:00+03:00,11.4,10.5,94.0,,,260.0,14.4,27.8,1007.8,17.0,0.0862,0.541
2021-09-03 02:00:00+03:00,12.2,10.4,89.0,,,270.0,14.4,31.5,1006.5,17.0,0.08615,0.204
2021-09-03 03:00:00+03:00,12.6,10.0,84.0,,,260.0,14.4,33.3,1005.7,4.0,0.08611,0.514
2021-09-03 04:00:00+03:00,13.1,9.5,79.0,,,270.0,14.4,33.3,1004.6,17.0,0.08198,0.518
2021-09-03 05:00:00+03:00,12.7,9.0,78.0,,,270.0,18.0,33.3,1003.8,7.0,0.08618,0.21
2021-09-03 06:00:00+03:00,12.7,8.8,77.0,,,280.0,18.0,33.3,1003.1,7.0,0.09139,0.53
2021-09-03 07:00:00+03:00,11.4,9.8,90.0,,,300.0,18.0,37.0,1002.5,3.0,0.12246,0.749
2021-09-03 08:00:00+03:00,11.6,9.3,86.0,,,290.0,14.4,37.0,1002.1,7.0,0.136,0.898
2021-09-03 09:00:00+03:00,9.9,7.3,84.0,,,310.0,14.4,38.9,1002.3,18.0,0.1347,1.844
2021-09-03 10:00:00+03:00,9.9,7.7,86.0,,,300.0,14.4,38.9,1002.8,17.0,0.12312999999999999,0.705
2021-09-03 11:00:00+03:00,9.8,6.3,79.0,,,320.0,14.4,38.9,1003.5,17.0,0.10903,0.713
2021-09-03 12:00:00+03:00,10.9,5.0,67.0,,,340.0,18.0,38.9,1004.4,17.0,0.09902,0.308
2021-09-03 13:00:00+03:00,9.9,4.9,71.0,,,330.0,18.0,48.2,1005.6,2.0,0.08962,0.722
2021-09-03 14:00:00+03:00,10.9,5.0,67.0,,,320.0,14.4,46.3,1006.5,3.0,0.08848,1.269
2021-09-03 15:00:00+03:00,11.8,5.0,63.0,,,340.0,14.4,42.6,1007.2,2.0,0.08839,2.199
2021-09-03 16:00:00+03:00,11.4,4.1,61.0,,,340.0,21.6,38.9,1007.7,3.0,0.08992,0.557
2021-09-03 17:00:00+03:00,11.6,4.6,62.0,,,330.0,7.2,37.0,1008.4,3.0,0.09232,1.934
2021-09-03 18:00:00+03:00,12.0,3.2,55.0,,,320.0,14.4,35.2,1008.8,2.0,0.11901,2.356
2021-09-03 19:00:00+03:00,11.5,4.0,60.0,,,290.0,7.2,33.3,1009.3,2.0,0.13157,1.208
2021-09-03 20:00:00+03:00,10.0,3.3,63.0,,,290.0,10.8,27.8,1009.6,2.0,0.14393,0.584
2021-09-03 21:00:00+03:00,8.8,3.6,70.0,,,290.0,10.8,24.1,1010.0,1.0,0.14338,0.681
2021-09-03 22:00:00+03:00,8.6,4.0,73.0,,,310.0,7.2,20.4,1010.3,2.0,0.12994,0.895
2021-09-03 23:00:00+03:00,7.7,4.3,79.0,,,290.0,10.8,18.5,1010.6,2.0,0.12096,2.386
2021-09-04 00:00:00+03:00,7.2,4.7,84.0,,,300.0,7.2,16.7,1011.1,2.0,0.09844,0.892
2021-09-04 01:00:00+03:00,6.8,4.5,85.0,,,290.0,7.2,20.4,1011.3,2.0,0.11141,0.731
2021-09-04 02:00:00+03:00,6.7,4.7,87.0,,,290.0,10.8,18.5,1011.5,2.0,0.09936,0.944
2021-09-04 03:00:00+03:00,6.3,4.5,88.0,,,300.0,7.2,16.7,1011.7,1.0,0.09737,0.799
2021-09-04 04:00:00+03:00,6.2,4.7,90.0,,,290.0,10.8,16.7,1012.0,2.0,0.09548000000000001,0.674
2021-09-04 05:00:00+03:00,6.2,4.4,88.0,,,320.0,10.8,16.7,1012.0,2.0,0.0942,0.669
2021-09-04 06:00:00+03:00,5.9,4.4,90.0,,,300.0,7.2,16.7,1012.3,2.0,0.09606999999999999,0.757
2021-09-04 07:00:00+03:00,6.2,4.2,87.0,,,290.0,7.2,16.7,1012.9,2.0,0.1038,1.454
2021-09-04 08:00:00+03:00,7.5,5.0,84.0,,,300.0,7.2,18.5,1013.3,2.0,0.12098,0.251
2021-09-04 09:00:00+03:00,9.1,5.3,77.0,,,310.0,10.8,20.4,1013.5,1.0,0.122,0.358
2021-09-04 10:00:00+03:00,10.6,5.4,70.0,,,300.0,14.4,22.2,1013.7,2.0,0.11599,0.308
2021-09-04 11:00:00+03:00,11.8,4.3,60.0,,,300.0,14.4,24.1,1013.9,2.0,0.09566,0.667
2021-09-04 12:00:00+03:00,12.2,3.2,54.0,,,340.0,14.4,25.9,1014.3,2.0,0.08947,0.455
2021-09-04 13:00:00+03:00,13.1,2.9,50.0,,,300.0,18.0,33.3,1014.2,2.0,0.08951,0.307
2021-09-04 14:00:00+03:00,13.0,2.8,50.0,,,300.0,10.8,31.5,1014.4,2.0,0.08706,0.212
2021-09-04 15:00:00+03:00,13.9,1.9,44.0,,,320.0,14.4,29.6,1014.4,3.0,0.08416,0.954
2021-09-04 16:00:00+03:00,13.1,2.0,47.0,,,310.0,10.8,27.8,1014.7,2.0,0.08646,1.743
2021-09-04 17:00:00+03:00,13.4,-0.6,38.0,,,310.0,14.4,27.8,1015.0,2.0,0.08927,1.793
2021-09-04 18:00:00+03:00,11.8,1.7,50.0,,,360.0,10.8,24.1,1015.7,2.0,0.10754000000000001,1.089
2021-09-04 19:00:00+03:00,11.2,2.5,55.0,,,350.0,7.2,25.9,1016.1,2.0,0.12733,1.584
2021-09-04 20:00:00+03:00,9.6,2.4,61.0,,,330.0,7.2,20.4,1016.7,2.0,0.14255,1.493
2021-09-04 21:00:00+03:00,8.7,2.5,65.0,,,310.0,3.6,14.8,1017.4,3.0,0.1424,0.982
2021-09-04 22:00:00+03:00,8.0,2.2,67.0,,,310.0,7.2,13.0,1018.1,2.0,0.12792,0.537
2021-09-04 23:00:00+03:00,6.9,2.6,74.0,,,310.0,7.2,11.1,1018.7,2.0,0.122,1.155
2021-09-05 00:00:00+03:00,5.7,2.5,80.0,,,300.0,7.2,11.1,1019.3,2.0,0.09872,1.371
2021-09-05 01:00:00+03:00,5.0,2.2,82.0,,,300.0,3.6,13.0,1019.8,1.0,0.09561,0.716
2021-09-05 02:00:00+03:00,4.8,2.2,83.0,,,300.0,3.6,11.1,1020.3,1.0,0.09068000000000001,1.241
2021-09-05 03:00:00+03:00,4.9,1.6,79.0,,,310.0,7.2,11.1,1020.6,3.0,0.09086,0.963
2021-09-05 04:00:00+03:00,5.2,1.1,75.0,,,320.0,7.2,11.1,1021.0,1.0,0.09032,0.966
2021-09-05 05:00:00+03:00,4.2,1.6,83.0,,,290.0,3.6,11.1,1021.5,1.0,0.09086,0.676
2021-09-05 06:00:00+03:00,3.2,1.4,88.0,,,280.0,3.6,11.1,1022.1,1.0,0.09033,0.71
2021-09-05 07:00:00+03:00,3.2,1.6,89.0,,,280.0,3.6,11.1,1022.6,1.0,0.09156,1.176
2021-09-05 08:00:00+03:00,4.1,2.1,87.0,,,300.0,3.6,13.0,1023.1,1.0,0.09279000000000001,1.005
2021-09-05 09:00:00+03:00,7.0,4.0,81.0,,,310.0,7.2,16.7,1023.6,2.0,0.09344,0.255
2021-09-05 10:00:00+03:00,9.2,5.0,75.0,,,280.0,7.2,18.5,1023.9,2.0,0.09204000000000001,0.387
2021-09-05 11:00:00+03:00,10.3,2.4,58.0,,,310.0,7.2,20.4,1024.4,2.0,0.08868000000000001,0.668
2021-09-05 12:00:00+03:00,11.0,2.3,55.0,,,320.0,7.2,20.4,1024.7,2.0,0.08401,0.882
2021-09-05 13:00:00+03:00,11.0,1.5,52.0,,,280.0,7.2,18.5,1024.8,3.0,0.0851,0.586
2021-09-05 14:00:00+03:00,10.5,1.8,55.0,,,340.0,10.8,20.4,1024.9,3.0,0.08805,0.358
2021-09-05 15:00:00+03:00,9.4,2.5,62.0,,,40.0,10.8,20.4,1024.9,18.0,0.08805,0.424
2021-09-05 16:00:00+03:00,11.2,1.2,50.0,,,300.0,7.2,20.4,1024.7,3.0,0.08806,1.228
2021-09-05 17:00:00+03:00,11.8,1.1,48.0,,,300.0,10.8,20.4,1024.7,3.0,0.08501,0.326
2021-09-05 18:00:00+03:00,11.7,1.1,48.0,,,300.0,7.2,18.5,1024.6,3.0,0.09518,6.299
2021-09-05 19:00:00+03:00,10.1,2.2,58.0,,,270.0,3.6,20.4,1024.6,2.0,0.12745,7.911
2021-09-05 20:00:00+03:00,8.4,2.8,68.0,,,280.0,3.6,14.8,1024.9,2.0,0.13869,2.869
2021-09-05 21:00:00+03:00,7.4,3.3,75.0,,,280.0,3.6,13.0,1025.2,3.0,0.13907,0.433
2021-09-05 22:00:00+03:00,6.5,3.5,81.0,,,240.0,3.6,11.1,1025.2,2.0,0.129,0.788
2021-09-05 23:00:00+03:00,6.5,3.5,81.0,,,280.0,3.6,11.1,1025.4,2.0,0.12199,0.626
2021-09-06 00:00:00+03:00,5.9,3.6,85.0,,,220.0,3.6,11.1,1025.4,3.0,0.10026,0.722
2021-09-06 01:00:00+03:00,6.2,4.2,87.0,,,210.0,3.6,9.3,1025.5,3.0,0.09272,0.863
2021-09-06 02:00:00+03:00,6.2,4.2,87.0,,,210.0,3.6,9.3,1025.4,3.0,0.09078,0.953
2021-09-06 03:00:00+03:00,6.3,4.1,86.0,,,200.0,3.6,9.3,1025.2,4.0,0.09078,0.653
2021-09-06 04:00:00+03:00,6.0,4.0,87.0,,,210.0,3.6,11.1,1024.9,3.0,0.09418000000000001,0.621
2021-09-06 05:00:00+03:00,5.9,3.6,85.0,,,200.0,3.6,11.1,1024.8,3.0,0.09273999999999999,1.245
2021-09-06 06:00:00+03:00,6.1,3.4,83.0,,,220.0,3.6,13.0,1024.5,3.0,0.09543,0.653
2021-09-06 07:00:00+03:00,6.8,3.2,78.0,,,200.0,3.6,11.1,1024.2,4.0,0.13597,0.399
2021-09-06 08:00:00+03:00,7.8,3.8,76.0,,,240.0,7.2,14.8,1023.9,3.0,0.165,1.193
2021-09-06 09:00:00+03:00,8.6,5.0,78.0,,,220.0,7.2,18.5,1023.7,4.0,0.16,0.665
2021-09-06 10:00:00+03:00,9.3,5.7,78.0,,,240.0,7.2,20.4,1023.4,3.0,0.13926,0.351
2021-09-06 11:00:00+03:00,11.7,6.6,71.0,,,220.0,14.4,22.2,1023.1,7.0,0.12804,0.404
2021-09-06 12:00:00+03:00,13.2,7.2,67.0,,,220.0,14.4,24.1,1023.0,3.0,0.1107,0.316
2021-09-06 13:00:00+03:00,14.4,8.4,67.0,,,250.0,10.8,27.8,1022.6,2.0,0.10557,0.426
2021-09-06 14:00:00+03:00,14.9,8.6,66.0,,,240.0,10.8,27.8,1022.4,3.0,0.10326,0.303
2021-09-06 15:00:00+03:00,12.8,11.2,90.0,,,230.0,7.2,27.8,1022.4,18.0,0.10549,0.296
2021-09-06 16:00:00+03:00,14.2,10.8,80.0,,,230.0,7.2,27.8,1021.9,3.0,0.11508,0.294
2021-09-06 17:00:00+03:00,13.7,11.0,84.0,,,220.0,7.2,25.9,1021.5,3.0,0.12866999999999998,1.894
2021-09-06 18:00:00+03:00,13.7,11.2,85.0,,,210.0,7.2,25.9,1021.1,7.0,0.13773,0.853
2021-09-06 19:00:00+03:00,13.1,11.2,88.0,,,220.0,7.2,24.1,1021.2,3.0,0.15,0.483
2021-09-06 20:00:00+03:00,12.6,11.3,92.0,,,200.0,10.8,22.2,1020.9,3.0,0.19068000000000002,0.348
2021-09-06 21:00:00+03:00,12.3,11.2,93.0,,,200.0,7.2,20.4,1020.7,4.0,0.14005,2.385
2021-09-06 22:00:00+03:00,12.2,11.4,95.0,,,250.0,7.2,18.5,1020.7,3.0,0.13851,1.077
2021-09-06 23:00:00+03:00,12.7,11.8,94.0,,,250.0,10.8,16.7,1020.8,3.0,0.07332,0.425
2021-09-07 00:00:00+03:00,12.8,11.9,94.0,,,250.0,10.8,14.8,1020.9,3.0,0.11079,1.041
2021-09-07 01:00:00+03:00,12.5,11.6,94.0,,,260.0,7.2,18.5,1021.0,4.0,0.09545999999999999,0.24
2021-09-07 02:00:00+03:00,11.9,11.0,94.0,,,250.0,7.2,16.7,1020.8,3.0,0.09431999999999999,0.522
2021-09-07 03:00:00+03:00,11.6,10.8,95.0,,,250.0,7.2,16.7,1020.6,4.0,0.09325,0.562
2021-09-07 04:00:00+03:00,11.4,10.8,96.0,,,250.0,3.6,14.8,1020.5,3.0,0.09334999999999999,0.56
2021-09-07 05:00:00+03:00,11.7,11.2,97.0,,,250.0,7.2,14.8,1020.5,4.0,0.09534999999999999,0.558
2021-09-07 06:00:00+03:00,12.4,11.8,96.0,,,280.0,7.2,14.8,1020.4,4.0,0.09656999999999999,0.214
2021-09-07 07:00:00+03:00,12.7,12.1,96.0,,,250.0,7.2,14.8,1020.6,4.0,0.14196,0.206
2021-09-07 08:00:00+03:00,13.0,12.1,94.0,,,250.0,7.2,14.8,1020.6,4.0,0.16087,0.45
2021-09-07 09:00:00+03:00,13.6,12.0,90.0,,,250.0,10.8,16.7,1020.5,4.0,0.16444,1.636
2021-09-07 10:00:00+03:00,15.0,11.8,81.0,,,260.0,10.8,20.4,1020.7,4.0,0.1425,0.406
2021-09-07 11:00:00+03:00,15.1,11.1,77.0,,,260.0,14.4,22.2,1020.8,3.0,0.13644,0.443
2021-09-07 12:00:00+03:00,16.2,10.9,71.0,,,250.0,14.4,24.1,1021.0,3.0,0.12004000000000001,0.463
2021-09-07 13:00:00+03:00,16.0,10.3,69.0,,,260.0,10.8,31.5,1020.8,2.0,0.12833,0.39
2021-09-07 14:00:00+03:00,17.3,10.0,62.0,,,250.0,14.4,31.5,1020.7,3.0,0.13641,0.389
2021-09-07 15:00:00+03:00,16.7,9.6,63.0,,,270.0,14.4,31.5,1020.6,4.0,0.10828,0.343
2021-09-07 16:00:00+03:00,17.0,8.9,59.0,,,260.0,14.4,31.5,1020.3,3.0,0.10798,0.274
2021-09-07 17:00:00+03:00,16.5,9.7,64.0,,,260.0,10.8,31.5,1020.2,3.0,0.11306999999999999,1.418
2021-09-07 18:00:00+03:00,16.2,9.8,66.0,,,250.0,10.8,29.6,1019.8,3.0,0.13648,0.372
2021-09-07 19:00:00+03:00,15.3,9.6,69.0,,,250.0,7.2,27.8,1019.6,2.0,0.13858,0.258
2021-09-07 20:00:00+03:00,14.7,9.9,73.0,,,220.0,7.2,24.1,1019.0,3.0,0.18,0.485
2021-09-07 21:00:00+03:00,14.3,9.9,75.0,,,240.0,7.2,22.2,1018.6,4.0,0.13649,1.697
2021-09-07 22:00:00+03:00,13.7,10.1,79.0,,,230.0,7.2,20.4,1018.3,3.0,0.14132,0.428
2021-09-07 23:00:00+03:00,13.8,10.6,81.0,,,240.0,7.2,20.4,1018.1,3.0,0.12498000000000001,0.32
2021-09-08 00:00:00+03:00,14.0,10.4,79.0,,,240.0,7.2,18.5,1017.7,3.0,0.08506,0.189
2021-09-08 01:00:00+03:00,13.8,10.4,80.0,,,240.0,7.2,18.5,1017.4,3.0,0.09307,0.378
2021-09-08 02:00:00+03:00,13.6,10.2,80.0,,,230.0,7.2,20.4,1016.8,3.0,0.09156,0.379
2021-09-08 03:00:00+03:00,13.2,10.4,83.0,,,250.0,10.8,20.4,1016.5,3.0,0.09140000000000001,0.605
2021-09-08 04:00:00+03:00,13.1,10.6,85.0,,,230.0,10.8,20.4,1016.3,3.0,0.0925,0.54
2021-09-08 05:00:00+03:00,13.1,11.0,87.0,,,230.0,7.2,22.2,1015.8,4.0,0.09140999999999999,0.565
2021-09-08 06:00:00+03:00,13.5,11.7,89.0,,,220.0,10.8,22.2,1015.8,4.0,0.09372,0.289
2021-09-08 07:00:00+03:00,13.8,12.2,90.0,,,250.0,7.2,20.4,1015.8,4.0,0.145,1.274
2021-09-08 08:00:00+03:00,14.3,12.7,90.0,,,240.0,10.8,24.1,1015.6,4.0,0.15116,1.116
2021-09-08 09:00:00+03:00,14.5,13.2,92.0,,,240.0,10.8,25.9,1015.7,4.0,0.14996,0.324
2021-09-08 10:00:00+03:00,15.0,13.5,91.0,,,220.0,7.2,27.8,1015.7,4.0,0.138,0.23
2021-09-08 11:00:00+03:00,16.1,13.6,85.0,,,250.0,10.8,29.6,1015.5,4.0,0.13947,0.2
2021-09-08 12:00:00+03:00,16.5,13.4,82.0,,,260.0,10.8,31.5,1015.7,4.0,0.13942,0.234
2021-09-08 13:00:00+03:00,17.0,13.5,80.0,,,260.0,14.4,27.8,1015.3,4.0,0.13944,0.166
2021-09-08 14:00:00+03:00,16.8,13.3,80.0,,,240.0,14.4,31.5,1015.0,4.0,0.13946,0.256
2021-09-08 15:00:00+03:00,16.1,13.8,86.0,,,230.0,14.4,33.3,1015.1,4.0,0.13943,0.191
2021-09-08 16:00:00+03:00,15.4,14.3,93.0,,,240.0,7.2,35.2,1015.0,4.0,0.13941,0.187
2021-09-08 17:00:00+03:00,16.5,14.7,89.0,,,250.0,10.8,35.2,1014.3,4.0,0.11752,1.252
2021-09-08 18:00:00+03:00,17.1,14.2,83.0,,,250.0,14.4,37.0,1014.0,4.0,0.14171,0.488
2021-09-08 19:00:00+03:00,17.1,13.4,79.0,,,270.0,14.4,33.3,1013.6,4.0,0.14408,0.216
2021-09-08 20:00:00+03:00,16.8,13.5,81.0,,,270.0,18.0,33.3,1013.7,4.0,0.16578,0.312
2021-09-08 21:00:00+03:00,16.4,13.5,83.0,,,260.0,14.4,31.5,1013.9,4.0,0.15003,1.293
2021-09-08 22:00:00+03:00,16.2,13.5,84.0,,,250.0,14.4,31.5,1013.8,4.0,0.13944,0.322
2021-09-08 23:00:00+03:00,16.2,13.9,86.0,,,250.0,14.4,29.6,1013.9,4.0,0.12501,0.233
2021-09-09 00:00:00+03:00,16.2,13.9,86.0,,,260.0,14.4,25.9,1013.9,4.0,0.09404000000000001,0.184
2021-09-09 01:00:00+03:00,16.2,13.9,86.0,,,260.0,10.8,29.6,1013.9,4.0,0.09648000000000001,0.211
2021-09-09 02:00:00+03:00,16.0,14.0,88.0,,,250.0,10.8,25.9,1014.0,4.0,0.09395,0.52
2021-09-09 03:00:00+03:00,15.9,14.1,89.0,,,260.0,10.8,24.1,1014.1,4.0,0.09362999999999999,0.203
2021-09-09 04:00:00+03:00,15.9,14.1,89.0,,,260.0,10.8,20.4,1014.2,4.0,0.09362999999999999,0.497
2021-09-09 05:00:00+03:00,15.7,14.1,90.0,,,240.0,7.2,18.5,1014.0,4.0,0.09470999999999999,0.218
2021-09-09 06:00:00+03:00,15.5,14.0,91.0,,,260.0,10.8,16.7,1014.2,4.0,0.09615,0.537
2021-09-09 07:00:00+03:00,15.3,14.2,93.0,,,260.0,10.8,16.7,1014.5,4.0,0.13838,0.271
2021-09-09 08:00:00+03:00,15.3,14.2,93.0,,,260.0,7.2,16.7,1014.6,3.0,0.14805000000000001,0.412
2021-09-09 09:00:00+03:00,15.5,14.2,92.0,,,250.0,7.2,18.5,1014.8,4.0,0.14943,1.442
2021-09-09 10:00:00+03:00,16.2,14.4,89.0,,,240.0,7.2,20.4,1014.9,3.0,0.10729999999999999,0.304
2021-09-09 11:00:00+03:00,17.6,14.5,82.0,,,240.0,7.2,22.2,1014.8,3.0,0.10767,0.186
2021-09-09 12:00:00+03:00,19.4,14.6,74.0,,,260.0,10.8,22.2,1014.8,3.0,0.10699,0.977
2021-09-09 13:00:00+03:00,19.7,14.1,70.0,,,260.0,14.4,22.2,1014.4,2.0,0.10665000000000001,0.297
2021-09-09 14:00:00+03:00,19.2,14.0,72.0,,,240.0,10.8,25.9,1014.3,2.0,0.10787999999999999,0.353
2021-09-09 15:00:00+03:00,19.3,14.3,73.0,,,220.0,7.2,27.8,1014.0,4.0,0.10805,0.293
2021-09-09 16:00:00+03:00,18.9,14.0,73.0,,,240.0,14.4,27.8,1013.9,3.0,0.108,0.926
2021-09-09 17:00:00+03:00,19.2,13.8,71.0,,,260.0,10.8,29.6,1013.6,3.0,0.10618999999999999,2.037
2021-09-09 18:00:00+03:00,18.6,13.0,70.0,,,260.0,10.8,29.6,1013.5,2.0,0.10604999999999999,0.444
2021-09-09 19:00:00+03:00,18.4,12.8,70.0,,,260.0,10.8,25.9,1013.3,4.0,0.14366,0.545
2021-09-09 20:00:00+03:00,17.0,13.3,79.0,,,240.0,3.6,24.1,1013.6,3.0,0.17423,0.37
2021-09-09 21:00:00+03:00,16.1,13.4,84.0,,,250.0,3.6,20.4,1013.6,3.0,0.14143,2.347
2021-09-09 22:00:00+03:00,15.3,13.7,90.0,,,230.0,3.6,18.5,1013.7,2.0,0.148,0.377
2021-09-09 23:00:00+03:00,15.2,14.1,93.0,,,220.0,3.6,18.5,1014.0,2.0,0.13986,0.281
2021-09-10 00:00:00+03:00,14.8,13.8,94.0,,,220.0,3.6,16.7,1014.1,2.0,0.12113,0.215
2021-09-10 01:00:00+03:00,14.4,13.4,94.0,,,210.0,3.6,11.1,1014.3,4.0,0.09673999999999999,0.26
2021-09-10 02:00:00+03:00,14.2,13.2,94.0,,,220.0,3.6,11.1,1014.1,3.0,0.09645000000000001,0.233
2021-09-10 03:00:00+03:00,14.7,13.4,92.0,,,240.0,3.6,11.1,1014.0,4.0,0.09645000000000001,0.256
2021-09-10 04:00:00+03:00,14.8,13.3,91.0,,,240.0,3.6,11.1,1014.3,3.0,0.09645000000000001,0.585
2021-09-10 05:00:00+03:00,14.6,13.1,91.0,,,210.0,3.6,11.1,1014.5,3.0,0.09711,0.566
2021-09-10 06:00:00+03:00,14.5,13.4,93.0,,,230.0,3.6,9.3,1014.8,4.0,0.09766,0.322
2021-09-10 07:00:00+03:00,14.2,13.1,93.0,,,0.0,6.0,7.4,1015.0,4.0,0.14545,1.461
